Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
2012,London,Volleyball,Volleyball,"SANTOS, Sergio",BRA,Men,Volleyball,Silver
2012,London,Volleyball,Volleyball,"VISSOTTO NEVES, Leandro",BRA,Men,Volleyball,Silver
2012,London,Volleyball,Volleyball,"BARI, Andrea",ITA,Men,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"BIRARELLI, Emanuele",ITA,Men,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"BONINFANTE, Dante",ITA,Men,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"FEI, Alessandro",ITA,Men,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"GIOVI, Andrea",ITA,Men,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"LASKO, Michal",ITA,Men,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"MASTRANGELO, Luigi",ITA,Men,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"PAPI, Samuele",ITA,Men,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"PARODI, Simone",ITA,Men,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"SAVANI, Cristian",ITA,Men,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"TRAVICA, Dragan",ITA,Men,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"ZAYTSEV, Ivan",ITA,Men,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"CAIXETA, Tandara",BRA,Women,Volleyball,Gold
2012,London,Volleyball,Volleyball,"CARVALHO, Jaqueline",BRA,Women,Volleyball,Gold
2012,London,Volleyball,Volleyball,"CASTRO, Sheilla",BRA,Women,Volleyball,Gold
2012,London,Volleyball,Volleyball,"CLAUDINO, Fabiana",BRA,Women,Volleyball,Gold
2012,London,Volleyball,Volleyball,"FERREIRA, Fernanda",BRA,Women,Volleyball,Gold
2012,London,Volleyball,Volleyball,"LINS, Danielle",BRA,Women,Volleyball,Gold
2012,London,Volleyball,Volleyball,"MENEZES, Thaisa",BRA,Women,Volleyball,Gold
2012,London,Volleyball,Volleyball,"OLIVEIRA, Fabiana",BRA,Women,Volleyball,Gold
2012,London,Volleyball,Volleyball,"PEQUENO, Paula",BRA,Women,Volleyball,Gold
2012,London,Volleyball,Volleyball,"PEREIRA, Natalia",BRA,Women,Volleyball,Gold
2012,London,Volleyball,Volleyball,"RODRIGUES, Fernanda",BRA,Women,Volleyball,Gold
2012,London,Volleyball,Volleyball,"SILVA, Adenizia",BRA,Women,Volleyball,Gold
2012,London,Volleyball,Volleyball,"AKINRADEWO, Foluke",USA,Women,Volleyball,Silver
2012,London,Volleyball,Volleyball,"BERG, Lindsey",USA,Women,Volleyball,Silver
2012,London,Volleyball,Volleyball,"DAVIS, Nicole",USA,Women,Volleyball,Silver
2012,London,Volleyball,Volleyball,"HANEEF-PARK, Tayyiba",USA,Women,Volleyball,Silver
2012,London,Volleyball,Volleyball,"HARMOTTO, Christa",USA,Women,Volleyball,Silver
2012,London,Volleyball,Volleyball,"HODGE, Megan",USA,Women,Volleyball,Silver
2012,London,Volleyball,Volleyball,"HOOKER, Destinee",USA,Women,Volleyball,Silver
2012,London,Volleyball,Volleyball,"LARSON, Jordan",USA,Women,Volleyball,Silver
2012,London,Volleyball,Volleyball,"MIYASHIRO, Tamari",USA,Women,Volleyball,Silver
2012,London,Volleyball,Volleyball,"SCOTT, Danielle",USA,Women,Volleyball,Silver
2012,London,Volleyball,Volleyball,"THOMPSON, Courtney",USA,Women,Volleyball,Silver
2012,London,Volleyball,Volleyball,"TOM, Logan",USA,Women,Volleyball,Silver
2012,London,Volleyball,Volleyball,"ARAKI, Erika",JPN,Women,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"EBATA, Yukiko",JPN,Women,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"INOUE, Kaori",JPN,Women,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"KANO, Maiko",JPN,Women,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"KIMURA, Saori",JPN,Women,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"NAKAMICHI, Hitomi",JPN,Women,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"OTOMO, Ai",JPN,Women,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"SAKODA, Saori",JPN,Women,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"SANO, Yuko",JPN,Women,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"SHINNABE, Risa",JPN,Women,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"TAKESHITA, Yoshie",JPN,Women,Volleyball,Bronze
2012,London,Volleyball,Volleyball,"YAMAGUCHI, Mai",JPN,Women,Volleyball,Bronze
2012,London,Weightlifting,Weightlifting,"SALIMIKORDASIABI, Behdad",IRI,Men,+105KG,Gold
2012,London,Weightlifting,Weightlifting,"ANOUSHIRAVANI HAMLABAD, Sajjad",IRI,Men,+105KG,Silver
2012,London,Weightlifting,Weightlifting,"ALBEGOV, Ruslan",RUS,Men,+105KG,Bronze
2012,London,Weightlifting,Weightlifting,"ZHOU, Lulu",CHN,Women,+75KG,Gold
2012,London,Weightlifting,Weightlifting,"KASHIRINA, Tatiana",RUS,Women,+75KG,Silver
2012,London,Weightlifting,Weightlifting,"JANG, Mi-ran",KOR,Women,+75KG,Bronze
2012,London,Weightlifting,Weightlifting,"TOROKHTIY, Oleksiy",UKR,Men,105KG,Gold
2012,London,Weightlifting,Weightlifting,"NASIRSHELAL, Navab",IRI,Men,105KG,Silver
2012,London,Weightlifting,Weightlifting,"BONK, Bartlomiej",POL,Men,105KG,Bronze
2012,London,Weightlifting,Weightlifting,"WANG, Mingjuan",CHN,Women,48KG,Gold
2012,London,Weightlifting,Weightlifting,"MIYAKE, Hiromi",JPN,Women,48KG,Silver
2012,London,Weightlifting,Weightlifting,"RYANG, Chun Hwa",PRK,Women,48KG,Bronze
2012,London,Weightlifting,Weightlifting,"HSU, Shu-Ching",TPE,Women,53KG,Gold
2012,London,Weightlifting,Weightlifting,"FEBRIANTI, Citra",INA,Women,53KG,Silver
2012,London,Weightlifting,Weightlifting,"PARATOVA, Iulia",UKR,Women,53KG,Bronze
2012,London,Weightlifting,Weightlifting,"OM, Yun Chol",PRK,Men,-56KG,Gold
2012,London,Weightlifting,Weightlifting,"WU, Jingbiao",CHN,Men,-56KG,Silver
2012,London,Weightlifting,Weightlifting,"HRISTOV, Valentin",AZE,Men,-56KG,Bronze
2012,London,Weightlifting,Weightlifting,"LI, Xueying",CHN,Women,58KG,Gold
2012,London,Weightlifting,Weightlifting,"SIRIKAEW, Pimsiri",THA,Women,58KG,Silver
2012,London,Weightlifting,Weightlifting,"GULNOI, Rattikan",THA,Women,58KG,Bronze
2012,London,Weightlifting,Weightlifting,"KIM, Un Guk",PRK,Men,62KG,Gold
2012,London,Weightlifting,Weightlifting,"FIGUEROA MOSQUERA, Oscar Albeiro",COL,Men,62KG,Silver
2012,London,Weightlifting,Weightlifting,"IRAWAN, Eko Yuli",INA,Men,62KG,Bronze
2012,London,Weightlifting,Weightlifting,"TSARUKAEVA, Svetlana",RUS,Women,63KG,Silver
2012,London,Weightlifting,Weightlifting,"GIRARD, Christine",CAN,Women,63KG,Bronze
2012,London,Weightlifting,Weightlifting,"LIN, Qingfeng",CHN,Men,69KG,Gold
2012,London,Weightlifting,Weightlifting,"TRIYATNO, Triyatno",INA,Men,69KG,Silver
2012,London,Weightlifting,Weightlifting,"MARTIN, Razvan Constantin",ROU,Men,69KG,Bronze
2012,London,Weightlifting,Weightlifting,"RIM, Jong Sim",PRK,Women,69KG,Gold
2012,London,Weightlifting,Weightlifting,"COCOS, Roxana Daniela",ROU,Women,69KG,Silver
2012,London,Weightlifting,Weightlifting,"NURMUKHAMBETOVA, Anna",KAZ,Women,69KG,Bronze
2012,London,Weightlifting,Weightlifting,"VALENTIN PEREZ, Lidia",ESP,Women,75KG,Gold
2012,London,Weightlifting,Weightlifting,"ABIR ABDELRAHMAN, Khalil Mahmoud K.",EGY,Women,75KG,Silver
2012,London,Weightlifting,Weightlifting,"NZESSO NGAKE, Madias Dodo",CMR,Women,75KG,Bronze
2012,London,Weightlifting,Weightlifting,"LU, Xiaojun",CHN,Men,77KG,Gold
2012,London,Weightlifting,Weightlifting,"LU, Haojie",CHN,Men,77KG,Silver
2012,London,Weightlifting,Weightlifting,"CAMBAR RODRIGUEZ, Ivan",CUB,Men,77KG,Bronze
2012,London,Weightlifting,Weightlifting,"ZIELINSKI, Adrian Edward",POL,Men,85KG,Gold
2012,London,Weightlifting,Weightlifting,"ROSTAMI, Kianoush",IRI,Men,85KG,Silver
2012,London,Weightlifting,Weightlifting,"ABDELAZIM, Tarek Yehia Fouad",EGY,Men,85KG,Bronze
2012,London,Weightlifting,Weightlifting,"MOHAMMADPOURKARKARAGH, Saeid",IRI,Men,94KG,Gold
2012,London,Weightlifting,Weightlifting,"KIM, Minjae",KOR,Men,94KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"TAYMAZOV, Artur",UZB,Men,Wf 120KG,Gold
2012,London,Wrestling,Wrestling Freestyle,"MODZMANASHVILI, Davit",GEO,Men,Wf 120KG,Silver
2012,London,Wrestling,Wrestling Freestyle,"GHASEMI, Komeil",IRI,Men,Wf 120KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"MAKHOV, Bilyal",RUS,Men,Wf 120KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"OBARA, Hitomi",JPN,Women,Wf 48 KG,Gold
2012,London,Wrestling,Wrestling Freestyle,"STADNYK, Mariya",AZE,Women,Wf 48 KG,Silver
2012,London,Wrestling,Wrestling Freestyle,"CHUN, Clarissa Kyoko Mei Ling",USA,Women,Wf 48 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"HUYNH, Carol",CAN,Women,Wf 48 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"OTARSULTANOV, Dzhamal",RUS,Men,Wf 55 KG,Gold
2012,London,Wrestling,Wrestling Freestyle,"KHINCHEGASHVILI, Vladimer",GEO,Men,Wf 55 KG,Silver
2012,London,Wrestling,Wrestling Freestyle,"YANG, Kyong Il",PRK,Men,Wf 55 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"YUMOTO, Shinichi",JPN,Men,Wf 55 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"YOSHIDA, Saori",JPN,Women,Wf 55 KG,Gold
2012,London,Wrestling,Wrestling Freestyle,"VERBEEK, Tonya Lynn",CAN,Women,Wf 55 KG,Silver
2012,London,Wrestling,Wrestling Freestyle,"RATKEVICH, Yuliya",AZE,Women,Wf 55 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"RENTERIA CASTILLO, Jackeline",COL,Women,Wf 55 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"ASGAROV, Toghrul",AZE,Men,Wf 60 KG,Gold
2012,London,Wrestling,Wrestling Freestyle,"DUTT, Yogeshwar",IND,Men,Wf 60 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"SCOTT, Coleman",USA,Men,Wf 60 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"ICHO, Kaori",JPN,Women,Wf 63 KG,Gold
2012,London,Wrestling,Wrestling Freestyle,"JING, Ruixue",CHN,Women,Wf 63 KG,Silver
2012,London,Wrestling,Wrestling Freestyle,"SORONZONBOLD, Battsetseg",MGL,Women,Wf 63 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"VOLOSOVA, Lubov",RUS,Women,Wf 63 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"YONEMITSU, Tatsuhiro",JPN,Men,Wf 66 KG,Gold
2012,London,Wrestling,Wrestling Freestyle,"KUMAR, Sushil",IND,Men,Wf 66 KG,Silver
2012,London,Wrestling,Wrestling Freestyle,"LOPEZ AZCUY, Livan",CUB,Men,Wf 66 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"TANATAROV, Akzhurek",KAZ,Men,Wf 66 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"VOROBIEVA, Natalia",RUS,Women,Wf 72 KG,Gold
2012,London,Wrestling,Wrestling Freestyle,"HRISTOVA, Stanka Zlateva",BUL,Women,Wf 72 KG,Silver
2012,London,Wrestling,Wrestling Freestyle,"MANYUROVA, Guzel",KAZ,Women,Wf 72 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"UNDA, Maider",ESP,Women,Wf 72 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"BURROUGHS, Jordan Ernest",USA,Men,Wf 74 KG,Gold
2012,London,Wrestling,Wrestling Freestyle,"GOUDARZI, Sadegh Saeed",IRI,Men,Wf 74 KG,Silver
2012,London,Wrestling,Wrestling Freestyle,"HATOS, Gabor",HUN,Men,Wf 74 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"TSARGUSH, Denis",RUS,Men,Wf 74 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"SHARIFOV, Sharif",AZE,Men,Wf 84 KG,Gold
2012,London,Wrestling,Wrestling Freestyle,"ESPINAL, Jaime Yusept",PUR,Men,Wf 84 KG,Silver
2012,London,Wrestling,Wrestling Freestyle,"LASHGARI, Ehsan Naser",IRI,Men,Wf 84 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"MARSAGISHVILI, Dato",GEO,Men,Wf 84 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"VARNER, Jacob Stephen",USA,Men,Wf 96 KG,Gold
2012,London,Wrestling,Wrestling Freestyle,"ANDRIITSEV, Valerii",UKR,Men,Wf 96 KG,Silver
2012,London,Wrestling,Wrestling Freestyle,"GAZYUMOV, Khetag",AZE,Men,Wf 96 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"GOGSHELIDZE, George",GEO,Men,Wf 96 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"LOPEZ NUNEZ, Mijain",CUB,Men,Wg 120 KG,Gold
2012,London,Wrestling,Wrestling Freestyle,"NABI, Heiki",EST,Men,Wg 120 KG,Silver
2012,London,Wrestling,Wrestling Freestyle,"EUREN, Johan",SWE,Men,Wg 120 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"KAYAALP, Riza",TUR,Men,Wg 120 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"SORYAN REIHANPOUR, Hamid Mohammad",IRI,Men,Wg 55 KG,Gold
2012,London,Wrestling,Wrestling Freestyle,"BAYRAMOV, Rovshan",AZE,Men,Wg 55 KG,Silver
2012,London,Wrestling,Wrestling Freestyle,"MODOS, Peter",HUN,Men,Wg 55 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"SEMENOV, Mingiyan",RUS,Men,Wg 55 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"NOROOZI, Omid Haji",IRI,Men,Wg 60 KG,Gold
2012,London,Wrestling,Wrestling Freestyle,"LASHKHI, Revaz",GEO,Men,Wg 60 KG,Silver
2012,London,Wrestling,Wrestling Freestyle,"KURAMAGOMEDOV, Zaur",RUS,Men,Wg 60 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"MATSUMOTO, Ryutaro",JPN,Men,Wg 60 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"KIM, Hyeonwoo",KOR,Men,Wg 66 KG,Gold
2012,London,Wrestling,Wrestling Freestyle,"LORINCZ, Tamas",HUN,Men,Wg 66 KG,Silver
2012,London,Wrestling,Wrestling Freestyle,"GUENOT, Steeve",FRA,Men,Wg 66 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"TSKHADAIA, Manuchar",GEO,Men,Wg 66 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"VLASOV, Roman",RUS,Men,Wg 74 KG,Gold
2012,London,Wrestling,Wrestling Freestyle,"JULFALAKYAN, Arsen",ARM,Men,Wg 74 KG,Silver
2012,London,Wrestling,Wrestling Freestyle,"AHMADOV, Emin",AZE,Men,Wg 74 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"KAZAKEVIC, Aleksandr",LTU,Men,Wg 74 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"KHUGAEV, Alan",RUS,Men,Wg 84 KG,Gold
2012,London,Wrestling,Wrestling Freestyle,"EBRAHIM, Karam Mohamed Gaber",EGY,Men,Wg 84 KG,Silver
2012,London,Wrestling,Wrestling Freestyle,"GAJIYEV, Danyal",KAZ,Men,Wg 84 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"JANIKOWSKI, Damian",POL,Men,Wg 84 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"REZAEI, Ghasem Gholamreza",IRI,Men,Wg 96 KG,Gold
2012,London,Wrestling,Wrestling Freestyle,"TOTROV, Rustam",RUS,Men,Wg 96 KG,Silver
2012,London,Wrestling,Wrestling Freestyle,"ALEKSANYAN, Artur",ARM,Men,Wg 96 KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"LIDBERG, Jimmy",SWE,Men,Wg 96 KG,Bronze
